prog_no;Cycle;Prog Type;Obs #;Label;Obs type;Target;TOI;RA (deg);Dec (deg);Gmag;Kmag;Teff (K);Planet;Period (d);Radius (Re);Radius (RJ);Teq (K);;;
4818;3;GO;9;TOI-1442;eclipse;TOI-1442;1442;287.2908067;74.17228333;13.7652;10.089;3330;TOI-1442 b;0.4090677;1.17;0.104;1061;;;
4818;3;GO;15;TOI-1807;eclipse;TOI-1807;1807;201.2833154;38.92248333;9.67517;7.568;4757;TOI-1807 b;0.549372;1.258;0.112;2099;;;
4818;3;GO;19;TOI-431;eclipse;TOI-431;431;83.26916875;-26.72451944;8.79171;6.723;4850;TOI-431 b;0.490047;1.28;0.114;1880;;;
4818;3;GO;7;TOI-500;eclipse;TOI-500;500;106.5582304;-47.58718611;10.1026;7.715;4440;TOI-500 b;0.548177;1.166;0.104;1619;;;
4818;3;GO;11;TOI-561;eclipse;TOI-561;561;148.1856217;6.216366667;10.0128;8.394;5372;TOI-561 b;0.4465688;1.425;0.127;2306;;;
4931;3;GO;1;TOI-4481 Visit 1;eclipse;GJ 806;4481;311.26708;44.49906944;9.82461;6.533;3600;GJ 806 b;0.9263237;1.331;0.119;937;;;
4931;3;GO;3;TOI-4481 Visit 2;eclipse;GJ 806;4481;311.26708;44.49906944;9.82461;6.533;3600;GJ 806 b;0.9263237;1.331;0.119;937;;;
4931;3;GO;5;TOI-4481 Visit 3;eclipse;GJ 806;4481;311.26708;44.49906944;9.82461;6.533;3600;GJ 806 b;0.9263237;1.331;0.119;937;;;
5022;3;GO;1;WASP-103PRISM;partial phase;WASP-103;;249.3148679;7.183352778;12.1931;10.767;6110;WASP-103 b;0.925542;17.127;1.528;2509;;;
5177;3;GO;1;;transit;TOI-199;199;80.10548;-59.89568333;10.5784;8.814;5255;TOI-199 b;104.854;9.079;0.81;352;;;
5191;3;GO;1;Visit1;eclipse;TRAPPIST-1;;346.6208329;-5.041111111;15.6451;10.296;2566;TRAPPIST-1 c;2.421937;1.097;0.098;341;;;
5191;3;GO;2;Visit2;eclipse;TRAPPIST-1;;346.6208329;-5.041111111;15.6451;10.296;2566;TRAPPIST-1 c;2.421937;1.097;0.098;341;;;
5191;3;GO;3;Visit3;eclipse;TRAPPIST-1;;346.6208329;-5.041111111;15.6451;10.296;2566;TRAPPIST-1 c;2.421937;1.097;0.098;341;;;
5191;3;GO;4;Visit4;eclipse;TRAPPIST-1;;346.6208329;-5.041111111;15.6451;10.296;2566;TRAPPIST-1 c;2.421937;1.097;0.098;341;;;
5268;3;GO;1;WASP-76b Phase Curve;eclipse;WASP-76;2403;26.63293625;2.700388889;9.39507;8.243;6250;WASP-76 b;1.809886;20.512;1.83;2182;;;
5311;3;GO;1;;transit;AU Mic;2221;311.2911371;-31.34245;7.84038;4.529;3665;AU Mic b;8.4629991;3.957;0.353;630;;;
5311;3;GO;2;;transit;AU Mic;2221;311.2911371;-31.34245;7.84038;4.529;3665;AU Mic b;8.4629991;3.957;0.353;630;;;
5311;3;GO;3;;transit;AU Mic;2221;311.2911371;-31.34245;7.84038;4.529;3665;AU Mic b;8.4629991;3.957;0.353;630;;;
5311;3;GO;4;;transit;AU Mic;2221;311.2911371;-31.34245;7.84038;4.529;3665;AU Mic b;8.4629991;3.957;0.353;630;;;
5531;3;GO;1;;transit;Kepler-167;;292.6584425;38.3454;14.0004;11.832;4884;Kepler-167 e;1071.23205;10.16;0.906;149;;;
5634;3;GO;1;;eclipse;WASP-39;5675;217.3266479;-3.4445;11.8867;10.202;5400;WASP-39 b;4.055259;14.235;1.27;1121;;;
5687;3;GO;1;;eclipse;KELT-8;2132;283.3055175;24.12738333;10.6699;9.177;5754;KELT-8 b;3.24406;18.159;1.62;1572;;;
5687;3;GO;2;;eclipse;KELT-8;2132;283.3055175;24.12738333;10.6699;9.177;5754;KELT-8 b;3.24406;18.159;1.62;1572;;;
5799;3;GO;1;SOSS;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5799;3;GO;2;SOSS;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5799;3;GO;3;G395H;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5844;3;GO;1;Transit 1;transit;HAT-P-18;2127;256.3464479;33.01248333;12.3682;10.234;4803;HAT-P-18 b;5.508023;11.153;0.995;848;;;
5844;3;GO;2;Transit 2;transit;HAT-P-18;2127;256.3464479;33.01248333;12.3682;10.234;4803;HAT-P-18 b;5.508023;11.153;0.995;848;;;
5863;3;GO;1;NIRISS TOI-3884b;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5863;3;GO;2;NIRSpec TOI-3884b;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5863;3;GO;3;NIRISS TOI-3884b;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5863;3;GO;4;NIRSpec TOI-3884b;transit;TOI-3884;3884;181.5726546;12.50691111;14.2747;10.24;3269;TOI-3884 b;4.5445697;6;0.535;459;;;
5866;3;GO;1;;transit;GJ 486;1827;191.9815313;9.749419444;10.094;6.362;3340;GJ 486 b;1.467119;1.305;0.116;703;;;
5866;3;GO;2;;transit;GJ 486;1827;191.9815313;9.749419444;10.094;6.362;3340;GJ 486 b;1.467119;1.305;0.116;703;;;
5866;3;GO;3;;transit;GJ 486;1827;191.9815313;9.749419444;10.094;6.362;3340;GJ 486 b;1.467119;1.305;0.116;703;;;
5882;3;GO;1;V1298 Tau d;transit;V1298 Tau;;61.33162917;20.15703056;10.0702;8.094;5050;V1298 Tau d;12.4032;6.41;0.572;857;;;
5882;3;GO;2;V1298 Tau e;transit;V1298 Tau;;61.33162917;20.15703056;10.0702;8.094;5050;V1298 Tau d;12.4032;6.41;0.572;857;;;
5894;3;GO;1;TOI-4010b;transit;TOI-4010;4010;20.21441083;66.07228889;12.1216;10.157;4960;TOI-4010 b;1.348335;3.02;0.269;1440;;;
5894;3;GO;2;TOI-4010c;transit;TOI-4010;4010;20.21441083;66.07228889;12.1216;10.157;4960;TOI-4010 c;5.414654;5.93;0.529;905;;;
5894;3;GO;3;TOI-4010d;transit;TOI-4010;4010;20.21441083;66.07228889;12.1216;10.157;4960;TOI-4010 d;14.70886;6.18;0.551;648;;;
5924;3;GO;11;HAT-P-1_NIRSpec_G395H - Transit;transit;HAT-P-1;1388;344.4413333;38.67422222;10.1786;8.858;5980;HAT-P-1 b;4.46529976;14.785;1.319;1323;;;
5924;3;GO;3;HAT-P-11_NIRISS_SOSS - Transit;transit;HAT-P-11;1144;297.7093621;48.08086111;9.15098;7.009;4780;HAT-P-11 b;4.88780244;4.36;0.389;829;;;
5924;3;GO;5;HAT-P-18_NIRSpec_G395H - Transit;transit;HAT-P-18;2127;256.3464625;33.01249167;12.3682;10.234;4803;HAT-P-18 b;5.508023;11.153;0.995;848;;;
5924;3;GO;35;HAT-P-30_SOSS;transit;HAT-P-30;490;123.9498429;5.836866667;10.2998;9.151;6304;HAT-P-30 b;2.8106;16.141;1.44;1700;;;
5924;3;GO;29;HATS-72 SOSS Transit;transit;HATS-72;294;339.02584;-17.00030556;12.0725;9.764;4656.1;HATS-72 b;7.3279474;8.097;0.722;739;;;
5924;3;GO;34;KELT-7_SOSS;transit;KELT-7;1682;78.29559125;33.31795278;8.45173;7.543;6768;KELT-7 b;2.73477;17.934;1.6;2090;;;
5924;3;GO;33;NGTS-2_SOSS;transit;NGTS-2;1934;215.1227617;-31.20206944;10.8605;9.799;6478;NGTS-2 b;4.511164;17.878;1.595;1623;;;
5924;3;GO;19;WASP-12_NIRSpec_Prism - Transit;transit;WASP-12;1725;97.636645;29.67226667;11.4999;10.188;6360;WASP-12 b;1.09142;21.712;1.937;2594;;;
5924;3;GO;16;WASP-19_NIRSpec_Prism - Transit;transit;WASP-19;655;148.4169875;-45.65918333;12.1088;10.481;5616;WASP-19 b;0.78883852;15.861;1.415;2117;;;
5924;3;GO;10;WASP-6_NIRSpec_Prism - Transit;transit;WASP-6;231;348.1572417;-22.67396111;11.9761;10.325;5450;WASP-6 b;3.36101;11.545;1.03;1093;;;
5924;3;GO;28;WASP-63_NIRSpec_G395H;transit;WASP-63;483;94.33635625;-38.32338333;10.9185;9.393;5550;WASP-63 b;4.37808;15.805;1.41;1523;;;
5924;3;GO;31;WASP-69_SOSS;transit;WASP-69;5823;315.0259663;-5.094858333;9.48466;7.459;4700;WASP-69 b;3.86814;12.442;1.11;988;;;
5924;3;GO;36;WASP-76_SOSS;transit;WASP-76;2403;26.63274;2.700563889;9.39507;8.243;6250;WASP-76 b;1.809886;20.512;1.83;2182;;;
5924;3;GO;37;WASP-76_G395H;transit;WASP-76;2403;26.63274;2.700563889;9.39507;8.243;6250;WASP-76 b;1.809886;20.512;1.83;2182;;;
5924;3;GO;12;WASP-80_NIRISS_SOSS - Transit;transit;WASP-80;5801;303.1673567;-2.144219444;11.273;8.351;4143;WASP-80 b;3.06785234;11.198;0.999;827;;;
5924;3;GO;32;WASP-94Ab_SOSS;transit;WASP-94 A;107;313.7832392;-34.13575;10.0285;8.874;6170;WASP-94 A b;3.95019;17.71;1.58;1543;;;
5959;3;GO;9;TOI 2076 b;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 b;10.35509;2.518;0.225;843;;;
5959;3;GO;10;TOI 2076 b;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 b;10.35509;2.518;0.225;843;;;
5959;3;GO;11;TOI 2076 c;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 c;21.01538;3.497;0.312;666;;;
5959;3;GO;12;TOI 2076 c;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 c;21.01538;3.497;0.312;666;;;
5959;3;GO;13;TOI 2076 d;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 d;35.12537;3.232;0.288;561;;;
5959;3;GO;14;TOI 2076 d;transit;TOI-2076;2076;217.3926775;39.79042778;8.91028;7.115;5200;TOI-2076 d;35.12537;3.232;0.288;561;;;
5959;3;GO;5;TOI 451 c;transit;TOI-451;451;62.96644542;-37.93978333;10.7498;9.19;5550;TOI-451 c;9.192522;3.1;0.277;875;;;
5959;3;GO;6;TOI 451 c;transit;TOI-451;451;62.96644542;-37.93978333;10.7498;9.19;5550;TOI-451 c;9.192522;3.1;0.277;875;;;
5959;3;GO;7;TOI 451 d;transit;TOI-451;451;62.96644542;-37.93978333;10.7498;9.19;5550;TOI-451 d;16.364988;4.07;0.363;722;;;
5959;3;GO;8;TOI 451 d;transit;TOI-451;451;62.96644542;-37.93978333;10.7498;9.19;5550;TOI-451 d;16.364988;4.07;0.363;722;;;
5959;3;GO;1;V1298 Tau c;transit;V1298 Tau;;61.33162917;20.1571;10.0702;8.094;5050;V1298 Tau c;8.24958;5.59;0.499;981;;;
5959;3;GO;2;V1298 Tau c;transit;V1298 Tau;;61.33162917;20.1571;10.0702;8.094;5050;V1298 Tau c;8.24958;5.59;0.499;981;;;
5959;3;GO;3;V1298 Tau d;transit;V1298 Tau;;61.33162917;20.1571;10.0702;8.094;5050;V1298 Tau d;12.4032;6.41;0.572;857;;;
5959;3;GO;4;V1298 Tau d;transit;V1298 Tau;;61.33162917;20.1571;10.0702;8.094;5050;V1298 Tau d;12.4032;6.41;0.572;857;;;
5967;3;GO;1;Eclipse 1;eclipse;TOI-849;849;28.7158075;-29.42170556;12.0645;10.418;5373.8;TOI-849 b;0.76552414;3.444;0.307;1966;;;
5967;3;GO;2;Eclipse 2;eclipse;TOI-849;849;28.7158075;-29.42170556;12.0645;10.418;5373.8;TOI-849 b;0.76552414;3.444;0.307;1966;;;
5967;3;GO;3;Eclipse 3;eclipse;TOI-849;849;28.7158075;-29.42170556;12.0645;10.418;5373.8;TOI-849 b;0.76552414;3.444;0.307;1966;;;
6045;3;GO;1;WASP-76b;eclipse;WASP-76;2403;26.63274;2.700563889;9.39507;8.243;6250;WASP-76 b;1.809886;20.512;1.83;2182;;;
6193;3;GO;1;TOI-700 d;transit;TOI-700;700;97.09571667;-65.57861389;12.0665;8.634;3459;TOI-700 d;37.42396;1.073;0.096;267;;;
6193;3;GO;2;TOI-700 e;transit;TOI-700;700;97.09571667;-65.57861389;12.0665;8.634;3459;TOI-700 e;27.80978;0.953;0.085;295;;;
6219;3;GO;1;;transit;HAT-P-12;1844;209.3894454;43.4935;12.4197;10.108;4650;HAT-P-12 b;3.2130598;10.749;0.959;957;;;
6284;3;GO;1;Transit 1, F332W2;transit;HD 207496;1099;328.7137554;-77.33799722;7.97255;5.967;4819;HD 207496 b;6.441008;2.25;0.201;813;;;
6284;3;GO;2;Transit 2, F444W;transit;HD 207496;1099;328.7137554;-77.33799722;7.97255;5.967;4819;HD 207496 b;6.441008;2.25;0.201;813;;;
6456;3;GO;1;530;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6456;3;GO;2;587;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6456;3;GO;3;531;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6456;3;GO;4;585;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6456;3;GO;5;586;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6456;3;GO;15;556;transit;TRAPPIST-1;;346.6223688;-5.0414;15.6451;10.296;2566;TRAPPIST-1 h;18.772866;0.755;0.067;172;;;
6457;3;GO;1;Eclipse;eclipse;LP 791-18;736;165.6914775;-16.40619167;15.0715;10.644;2960;LP 791-18 d;2.753436;1.032;0.092;429;;;
6457;3;GO;2;Eclipse;eclipse;LP 791-18;736;165.6914775;-16.40619167;15.0715;10.644;2960;LP 791-18 d;2.753436;1.032;0.092;429;;;
6457;3;GO;3;Eclipse;eclipse;LP 791-18;736;165.6914775;-16.40619167;15.0715;10.644;2960;LP 791-18 d;2.753436;1.032;0.092;429;;;
6457;3;GO;4;Eclipse;eclipse;LP 791-18;736;165.6914775;-16.40619167;15.0715;10.644;2960;LP 791-18 d;2.753436;1.032;0.092;429;;;
6457;3;GO;5;Eclipse;eclipse;LP 791-18;736;165.6914775;-16.40619167;15.0715;10.644;2960;LP 791-18 d;2.753436;1.032;0.092;429;;;
6491;3;GO;1;;transit;Kepler-167;;292.6584425;38.3454;14.0004;11.832;4884;Kepler-167 e;1071.23205;10.16;0.906;149;;;
6543;3;DD;1;LHS 1140 b;transit;LHS 1140;256;11.24798308;-15.27293365;12.6706;8.821;2988;LHS 1140 b;24.73694;1.635;0.146;213;;;
6543;3;DD;2;LHS 1140 b;transit;LHS 1140;256;11.24940935;-15.27551485;12.6706;8.821;2988;LHS 1140 b;24.73694;1.635;0.146;213;;;
6932;4;GO;1;NIRISS_toi1801;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6932;4;GO;2;NIRSpec_toi1801;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6932;4;GO;3;NIRISS_toi1802;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6932;4;GO;4;NIRSpec_toi1802;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6932;4;GO;5;NIRISS_toi1803;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6932;4;GO;6;NIRSpec_toi1803;transit;TOI-1801;1801;175.5765579;23.02685;10.8269;7.805;3748;TOI-1801 b;10.64;2.079;0,185625;431.03;;;
6978;4;GO;1;KELT-20b eclipse;eclipse;KELT-20;;294.6615;31.2193;7.58;7.42;8980;KELT-20 b;3.4741084;19.51;1.741;2262;;;
7073;4;GO;11;NIRISS-Transit-1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A c;3.123898;1.147;0.1023;508;;;
7073;4;GO;12;NIRISS-Transit-2;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A c;3.123898;1.147;0.1023;508;;;
7073;4;GO;13;NIRSpec-Transit-1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A c;3.123898;1.147;0.1023;508;;;
7073;4;GO;14;NIRSpec-Transit-2;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A c;3.123898;1.147;0.1023;508;;;
7073;4;GO;15;NIRISS-OffsetTest;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A c;3.123898;1.147;0.1023;508;;;
7073;4;GO;1;NIRISS-Transit-1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A b;5.358765;1.18;0.105;555;;;
7073;4;GO;2;NIRISS-Transit-2;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A b;5.358765;1.18;0.105;555;;;
7073;4;GO;3;NIRSpec-Transit-1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445 A b;5.358765;1.18;0.105;555;;;
7073;4;GO;31;NIRISS-Transit-1;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 c;3.777940;1.272;0.1135;422;;;
7073;4;GO;32;NIRSpec-Transit-1;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 c;3.777940;1.272;0.1135;422;;;
7073;4;GO;33;NIRSpec-Transit-2;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 c;3.777940;1.272;0.1135;422;;;
7073;4;GO;21;NIRISS-Transit-1;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;22;NIRISS-Transit-2;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;23;NIRISS-Transit-3;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;24;NIRSpec-Transit-1;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;25;NIRSpec-Transit-2;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;26;NIRSpec-Transit-3;transit;LHS-1140;;11.24862;�15.27411;12.670600;8.821;3216;LHS-1140 b;24.73723;1.730;0.1543;226;;;
7073;4;GO;41;Transit-1;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;42;Transit-2;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;43;Transit-3;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;44;Transit-4;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;45;Transit-5;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;46;Transit-6;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;47;Transit-7;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;48;Transit-8;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;2.7299025;1.320;0.1178;396;;;
7073;4;GO;51;Transit-1;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;52;Transit-2;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;53;Transit-3;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;54;Transit-4;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;55;Transit-5;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;56;Transit-6;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;57;Transit-7;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;58;Transit-8;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;59;Transit-9;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;60;Transit-10;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;61;Transit-11;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;62;Transit-12;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;63;Transit-13;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;64;Transit-14;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;65;Transit-15;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;66;Transit-16;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;67;Transit-17;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;68;Transit-18;transit;LP-890-9;;64.13093;�28.31579;15.821300;�11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7188;4;GO;1;TOI-199;transit;TOI-199;199;80.105875;-59.895567;10.578400;8.814;5255;TOI-199 b;104.854;9.08;0.810;;;;
7188;4;GO;2;TOI-199;transit;TOI-199;199;80.105875;-59.895567;10.578400;8.814;5255;TOI-199 b;104.854;9.08;0.810;;;;
7251;4;GO;1;F150W2+F322W2 1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;2;F150W2+F444W 1;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;3;F150W2+F322W2 2;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;4;F150W2+F444W 2;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;5;F150W2+F322W2 3;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;6;F150W2+F444W 3;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;7;F150W2+F322W2 4;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;8;F150W2+F444W 4;transit;LTT-1445A;;45.462465;�16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7255;4;GO;1;Phase Curve pt1;phase curve;KELT-9;;307.859917;39.938917;7.576750;7.482;9550;KELT-9 b;1.48111874;21.20;1.891;4050;;;
7255;4;GO;2;Phase Curve pt2;phase curve;KELT-9;;307.859917;39.938917;7.576750;7.482;9550;KELT-9 b;1.48111874;21.20;1.891;4050;;;
7407;4;GO;1;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7407;4;GO;2;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7407;4;GO;3;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7675;4;GO;1;LHS-1478_LRS_1;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;2;LHS-1478_LRS_2;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;3;LHS-1478_LRS_3;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;4;LHS-1478_LRS_4;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;5;LHS-1478_LRS_5;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;6;LHS-1478_F1500W_1;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;7;LHS-1478_F1500W_2;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7683;4;GO;1;Eclipse1;eclipse;TOI-5205;5205;313.7707;24.36098;14.93170;11.006;3430;TOI-5205 b;1.630757;11.6;1.03;737;;;
7683;4;GO;2;Eclipse2;eclipse;TOI-5205;5205;313.7707;24.36098;14.93170;11.006;3430;TOI-5205 b;1.630757;11.6;1.03;737;;;
7686;4;GO;1;;partial phase;TOI 2490;2490;;;11.7621;10.203;5459;TOI 2490 b;60.33266;11.2;1;;;;
